"Cluster"	"Supercluster"	"Size"	"Size_adjusted"	"Automatic_annotation"	"TAREAN_annotation"	"Final_annotation"	"Species_Name"	"N_Reads"	"Genome_Size"
63	1	5444	5444	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Solanum_anguivi"	2279836	2.71
8	1	24830	24830	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Solanum_anguivi"	2279836	2.71
9	1	24650	24650	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Solanum_anguivi"	2279836	2.71
1	2	58460	58460	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Solanum_anguivi"	2279836	2.71
2	2	33132	33132	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Solanum_anguivi"	2279836	2.71
4	2	30718	30718	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Solanum_anguivi"	2279836	2.71
5	2	28538	28538	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Solanum_anguivi"	2279836	2.71
6	2	26873	26873	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Solanum_anguivi"	2279836	2.71
14	3	17055	17055	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Solanum_anguivi"	2279836	2.71
20	3	15252	15252	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Solanum_anguivi"	2279836	2.71
25	3	12242	12242	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Solanum_anguivi"	2279836	2.71
27	3	11780	11780	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Solanum_anguivi"	2279836	2.71
30	3	11151	11151	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Solanum_anguivi"	2279836	2.71
32	3	10890	10890	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Solanum_anguivi"	2279836	2.71
35	3	10431	10431	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Solanum_anguivi"	2279836	2.71
36	3	9880	9880	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Solanum_anguivi"	2279836	2.71
40	3	8649	8649	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Solanum_anguivi"	2279836	2.71
44	3	8018	8018	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Solanum_anguivi"	2279836	2.71
49	3	7238	7238	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Solanum_anguivi"	2279836	2.71
50	3	7180	7180	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Solanum_anguivi"	2279836	2.71
53	3	6959	6959	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Solanum_anguivi"	2279836	2.71
88	3	2838	2838	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Solanum_anguivi"	2279836	2.71
42	4	8258	8258	"All/organelle/plastid"	"Other"	"All/organelle/plastid"	"Solanum_anguivi"	2279836	2.71
54	4	6799	6799	"All/organelle/plastid"	"Other"	"All/organelle/plastid"	"Solanum_anguivi"	2279836	2.71
56	4	6634	6634	"All/organelle/plastid"	"Other"	"All/organelle/plastid"	"Solanum_anguivi"	2279836	2.71
59	4	6256	6256	"All/organelle/plastid"	"Other"	"All/organelle/plastid"	"Solanum_anguivi"	2279836	2.71
62	4	5476	5476	"All/organelle/plastid"	"Other"	"All/organelle/plastid"	"Solanum_anguivi"	2279836	2.71
65	4	5066	5066	"All/organelle/plastid"	"Other"	"All/organelle/plastid"	"Solanum_anguivi"	2279836	2.71
66	4	5001	5001	"All/organelle/plastid"	"Other"	"All/organelle/plastid"	"Solanum_anguivi"	2279836	2.71
68	4	4724	4724	"All/organelle/plastid"	"Other"	"All/organelle/plastid"	"Solanum_anguivi"	2279836	2.71
75	4	4159	4159	"All/organelle/plastid"	"Other"	"All/organelle/plastid"	"Solanum_anguivi"	2279836	2.71
84	4	3138	3138	"All/organelle/plastid"	"Other"	"All/organelle/plastid"	"Solanum_anguivi"	2279836	2.71
85	4	3072	3072	"All/organelle/plastid"	"Other"	"All/organelle/plastid"	"Solanum_anguivi"	2279836	2.71
87	4	2943	2943	"All/organelle/plastid"	"Other"	"All/organelle/plastid"	"Solanum_anguivi"	2279836	2.71
93	4	2516	2516	"All/organelle/plastid"	"Other"	"All/organelle/plastid"	"Solanum_anguivi"	2279836	2.71
97	4	2389	2389	"All/organelle/plastid"	"Other"	"All/organelle/plastid"	"Solanum_anguivi"	2279836	2.71
98	4	2363	2363	"All/organelle/plastid"	"Other"	"All/organelle/plastid"	"Solanum_anguivi"	2279836	2.71
99	4	2343	2343	"All/organelle/plastid"	"Other"	"All/organelle/plastid"	"Solanum_anguivi"	2279836	2.71
113	5	1836	1836	"All/repeat/mobile_element/Class_I/pararetrovirus"	"Other"	"All/repeat/mobile_element/Class_I/pararetrovirus"	"Solanum_anguivi"	2279836	2.71
33	5	10647	10647	"All/repeat/mobile_element/Class_I/pararetrovirus"	"Other"	"All/repeat/mobile_element/Class_I/pararetrovirus"	"Solanum_anguivi"	2279836	2.71
34	5	10507	10507	"All/repeat/mobile_element/Class_I/pararetrovirus"	"Other"	"All/repeat/mobile_element/Class_I/pararetrovirus"	"Solanum_anguivi"	2279836	2.71
39	5	8870	8870	"All/repeat/mobile_element/Class_I/pararetrovirus"	"Other"	"All/repeat/mobile_element/Class_I/pararetrovirus"	"Solanum_anguivi"	2279836	2.71
45	5	7866	7866	"All/repeat/mobile_element/Class_I/pararetrovirus"	"Other"	"All/repeat/mobile_element/Class_I/pararetrovirus"	"Solanum_anguivi"	2279836	2.71
51	5	7171	7171	"All/repeat/mobile_element/Class_I/pararetrovirus"	"Other"	"All/repeat/mobile_element/Class_I/pararetrovirus"	"Solanum_anguivi"	2279836	2.71
55	5	6760	6760	"All/repeat/mobile_element/Class_I/pararetrovirus"	"Other"	"All/repeat/mobile_element/Class_I/pararetrovirus"	"Solanum_anguivi"	2279836	2.71
57	5	6566	6566	"All/repeat/mobile_element/Class_I/pararetrovirus"	"Other"	"All/repeat/mobile_element/Class_I/pararetrovirus"	"Solanum_anguivi"	2279836	2.71
58	5	6256	6256	"All/repeat/mobile_element/Class_I/pararetrovirus"	"Other"	"All/repeat/mobile_element/Class_I/pararetrovirus"	"Solanum_anguivi"	2279836	2.71
28	6	11699	11699	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Ogre"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Ogre"	"Solanum_anguivi"	2279836	2.71
31	6	11066	11066	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Ogre"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Ogre"	"Solanum_anguivi"	2279836	2.71
60	6	5678	5678	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Ogre"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Ogre"	"Solanum_anguivi"	2279836	2.71
16	7	15840	15840	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Athila"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Athila"	"Solanum_anguivi"	2279836	2.71
24	7	12260	12260	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Athila"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Athila"	"Solanum_anguivi"	2279836	2.71
7	8	25394	25394	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy"	"Solanum_anguivi"	2279836	2.71
41	9	8417	8417	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Solanum_anguivi"	2279836	2.71
43	9	8120	8120	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Solanum_anguivi"	2279836	2.71
64	9	5142	5142	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Solanum_anguivi"	2279836	2.71
12	10	21487	21487	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Solanum_anguivi"	2279836	2.71
108	11	1924	1924	"All/repeat"	"Putative LTR elements"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Galadriel"	"Solanum_anguivi"	2279836	2.71
137	11	860	860	"All/repeat"	"Other"	"All/repeat/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Galadriel"	"Solanum_anguivi"	2279836	2.71
61	11	5542	5542	"All/repeat"	"Other"	"All/repeat/rDNA/45S_rDNA"	"Solanum_anguivi"	2279836	2.71
78	11	3763	3763	"All/repeat"	"Other"	"All/repeat/rDNA/45S_rDNA"	"Solanum_anguivi"	2279836	2.71
80	11	3278	3278	"All/repeat"	"Other"	"All/repeat/rDNA/45S_rDNA"	"Solanum_anguivi"	2279836	2.71
83	11	3163	3163	"All/repeat"	"Other"	"All/repeat/rDNA/45S_rDNA"	"Solanum_anguivi"	2279836	2.71
18	12	15590	15590	"All/repeat/mobile_element/Class_I/LINE"	"Other"	"All/repeat/mobile_element/Class_I/LINE"	"Solanum_anguivi"	2279836	2.71
22	13	14483	14483	"All"	"Other"	"All"	"Solanum_anguivi"	2279836	2.71
37	14	9634	9634	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Solanum_anguivi"	2279836	2.71
47	15	7445	7445	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Athila"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Athila"	"Solanum_anguivi"	2279836	2.71
48	16	7259	7259	"All/repeat/mobile_element/Class_I/LTR"	"Other"	"All/repeat/mobile_element/Class_I/LTR"	"Solanum_anguivi"	2279836	2.71
52	17	7058	7058	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Bianca"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Bianca"	"Solanum_anguivi"	2279836	2.71
67	18	4766	4766	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/TAR"	"Putative LTR elements"	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/TAR"	"Solanum_anguivi"	2279836	2.71
69	19	4701	4701	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Ale"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Ale"	"Solanum_anguivi"	2279836	2.71
70	20	4646	4646	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Ale"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Ale"	"Solanum_anguivi"	2279836	2.71
71	21	4557	4557	"All"	"Other"	"All"	"Solanum_anguivi"	2279836	2.71
72	22	4548	4548	"All/repeat/mobile_element/Class_I"	"Other"	"All/repeat/mobile_element/Class_I"	"Solanum_anguivi"	2279836	2.71
73	23	4390	4390	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Tork"	"Putative LTR elements"	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Tork"	"Solanum_anguivi"	2279836	2.71
74	24	4306	4306	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Tork"	"Putative LTR elements"	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Tork"	"Solanum_anguivi"	2279836	2.71
76	25	3989	3989	"All"	"Other"	"All"	"Solanum_anguivi"	2279836	2.71
77	26	3850	3850	"All"	"Other"	"All"	"Solanum_anguivi"	2279836	2.71
79	27	3594	3594	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Solanum_anguivi"	2279836	2.71
81	28	3195	3195	"All"	"Other"	"All"	"Solanum_anguivi"	2279836	2.71
82	29	3189	3189	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Solanum_anguivi"	2279836	2.71
86	30	3068	3068	"All"	"Other"	"All"	"Solanum_anguivi"	2279836	2.71
89	31	2815	2815	"All"	"Other"	"All"	"Solanum_anguivi"	2279836	2.71
90	32	2808	2808	"All"	"Other"	"All"	"Solanum_anguivi"	2279836	2.71
91	33	2760	2760	"All/repeat/mobile_element/Class_II/Subclass_1/TIR/EnSpm_CACTA"	"Other"	"All/repeat/mobile_element/Class_II/Subclass_1/TIR/EnSpm_CACTA"	"Solanum_anguivi"	2279836	2.71
92	34	2613	2613	"All/repeat/mobile_element"	"Other"	"All/repeat/mobile_element"	"Solanum_anguivi"	2279836	2.71
94	35	2511	2511	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Ogre"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Ogre"	"Solanum_anguivi"	2279836	2.71
95	36	2440	2440	"All"	"Other"	"All"	"Solanum_anguivi"	2279836	2.71
96	37	2409	2409	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Bianca"	"Putative LTR elements"	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Bianca"	"Solanum_anguivi"	2279836	2.71
100	38	2266	2266	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Ale"	"Putative LTR elements"	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Ale"	"Solanum_anguivi"	2279836	2.71
101	39	2222	2222	"All"	"Other"	"All"	"Solanum_anguivi"	2279836	2.71
103	40	2089	2089	"All/repeat/mobile_element/Class_I/pararetrovirus"	"Other"	"All/repeat/mobile_element/Class_I/pararetrovirus"	"Solanum_anguivi"	2279836	2.71
102	41	2168	2168	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Solanum_anguivi"	2279836	2.71
104	42	2057	2057	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Tork"	"Putative LTR elements"	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Tork"	"Solanum_anguivi"	2279836	2.71
105	43	2031	2031	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Solanum_anguivi"	2279836	2.71
106	44	1982	1982	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Alesia"	"Putative LTR elements"	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Alesia"	"Solanum_anguivi"	2279836	2.71
107	45	1927	1927	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Athila"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Athila"	"Solanum_anguivi"	2279836	2.71
109	46	1904	1904	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Tork"	"Putative LTR elements"	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Tork"	"Solanum_anguivi"	2279836	2.71
110	47	1894	1894	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Tork"	"Putative LTR elements"	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Tork"	"Solanum_anguivi"	2279836	2.71
111	48	1870	1870	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Putative satellites (low confidence)"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Solanum_anguivi"	2279836	2.71
112	49	1858	1858	"All"	"Other"	"All"	"Solanum_anguivi"	2279836	2.71
114	50	1766	1766	"All"	"Other"	"All"	"Solanum_anguivi"	2279836	2.71
115	51	1636	1636	"All/repeat/mobile_element/Class_I"	"Putative LTR elements"	"All/repeat/mobile_element/Class_I"	"Solanum_anguivi"	2279836	2.71
116	52	1629	1629	"All/organelle/mitochondria"	"Other"	"All/organelle/mitochondria"	"Solanum_anguivi"	2279836	2.71
117	53	1601	1601	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/CRM"	"Putative LTR elements"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/CRM"	"Solanum_anguivi"	2279836	2.71
118	54	1556	1556	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Ale"	"Putative LTR elements"	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Ale"	"Solanum_anguivi"	2279836	2.71
119	55	1490	1490	"All"	"Other"	"All"	"Solanum_anguivi"	2279836	2.71
120	56	1445	1445	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Solanum_anguivi"	2279836	2.71
121	57	1355	1355	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Alesia"	"Putative LTR elements"	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Alesia"	"Solanum_anguivi"	2279836	2.71
122	58	1230	1230	"All"	"Other"	"All"	"Solanum_anguivi"	2279836	2.71
123	59	1224	1224	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Tork"	"Putative LTR elements"	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Tork"	"Solanum_anguivi"	2279836	2.71
124	60	1183	1183	"All/repeat/mobile_element/Class_II/Subclass_1/TIR/MuDR_Mutator"	"Other"	"All/repeat/mobile_element/Class_II/Subclass_1/TIR/MuDR_Mutator"	"Solanum_anguivi"	2279836	2.71
125	61	1168	1168	"All/organelle/mitochondria"	"Other"	"All/organelle/mitochondria"	"Solanum_anguivi"	2279836	2.71
126	62	1148	1148	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Athila"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Athila"	"Solanum_anguivi"	2279836	2.71
127	63	1119	1119	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Ivana"	"Putative satellites (low confidence)"	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Ivana"	"Solanum_anguivi"	2279836	2.71
128	64	1094	1094	"All"	"Other"	"All"	"Solanum_anguivi"	2279836	2.71
129	65	1065	1065	"All"	"Other"	"All"	"Solanum_anguivi"	2279836	2.71
130	66	1059	1059	"All"	"Other"	"All"	"Solanum_anguivi"	2279836	2.71
131	67	1052	1052	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Tork"	"Putative LTR elements"	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Tork"	"Solanum_anguivi"	2279836	2.71
132	68	911	911	"All"	"Other"	"All"	"Solanum_anguivi"	2279836	2.71
133	69	903	903	"All"	"Other"	"All"	"Solanum_anguivi"	2279836	2.71
134	70	881	881	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Ale"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Ale"	"Solanum_anguivi"	2279836	2.71
135	71	872	872	"All/repeat/mobile_element/Class_I/LTR"	"Other"	"All/repeat/mobile_element/Class_I/LTR"	"Solanum_anguivi"	2279836	2.71
136	72	862	862	"All"	"Other"	"All"	"Solanum_anguivi"	2279836	2.71
138	73	857	857	"All"	"Other"	"All"	"Solanum_anguivi"	2279836	2.71
139	74	857	857	"All/repeat/mobile_element/Class_I/LINE"	"Other"	"All/repeat/mobile_element/Class_I/LINE"	"Solanum_anguivi"	2279836	2.71
140	75	844	844	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Ale"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Ale"	"Solanum_anguivi"	2279836	2.71
141	76	828	828	"All"	"Other"	"All"	"Solanum_anguivi"	2279836	2.71
142	77	806	806	"All/repeat/mobile_element/Class_I/LTR"	"Other"	"All/repeat/mobile_element/Class_I/LTR"	"Solanum_anguivi"	2279836	2.71
143	78	786	786	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Ale"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Ale"	"Solanum_anguivi"	2279836	2.71
144	79	783	783	"All"	"Other"	"All"	"Solanum_anguivi"	2279836	2.71
145	80	772	772	"All"	"Other"	"All"	"Solanum_anguivi"	2279836	2.71
146	81	770	770	"All"	"Other"	"All"	"Solanum_anguivi"	2279836	2.71
147	82	760	760	"All/repeat/rDNA/5S_rDNA"	"rDNA"	"All/repeat/rDNA/5S_rDNA"	"Solanum_anguivi"	2279836	2.71
148	83	760	760	"All"	"Other"	"All"	"Solanum_anguivi"	2279836	2.71
149	84	760	760	"All"	"Other"	"All"	"Solanum_anguivi"	2279836	2.71
