"Cluster"	"Supercluster"	"Size"	"Size_adjusted"	"Automatic_annotation"	"TAREAN_annotation"	"Final_annotation"	"Species_Name"	"N_Reads"	"Genome_Size"
24	3	7179	7179	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Solanum_trilobatum"	1210116	2.98
36	3	5345	5345	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Solanum_trilobatum"	1210116	2.98
39	3	5108	5108	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Solanum_trilobatum"	1210116	2.98
43	3	4634	4634	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Solanum_trilobatum"	1210116	2.98
82	3	1803	1803	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Solanum_trilobatum"	1210116	2.98
25	4	7056	7056	"All/repeat/rDNA/45S_rDNA"	"Other"	"All/repeat/rDNA/45S_rDNA"	"Solanum_trilobatum"	1210116	2.98
29	4	6152	6152	"All/repeat/rDNA/45S_rDNA"	"Other"	"All/repeat/rDNA/45S_rDNA"	"Solanum_trilobatum"	1210116	2.98
35	4	5676	5676	"All/repeat/rDNA/45S_rDNA"	"Other"	"All/repeat/rDNA/45S_rDNA"	"Solanum_trilobatum"	1210116	2.98
40	4	5072	5072	"All/repeat/rDNA/45S_rDNA"	"Other"	"All/repeat/rDNA/45S_rDNA"	"Solanum_trilobatum"	1210116	2.98
41	4	5032	5032	"All/repeat/rDNA/45S_rDNA"	"Other"	"All/repeat/rDNA/45S_rDNA"	"Solanum_trilobatum"	1210116	2.98
44	4	4560	4560	"All/repeat/rDNA/45S_rDNA"	"Other"	"All/repeat/rDNA/45S_rDNA"	"Solanum_trilobatum"	1210116	2.98
50	4	3853	3853	"All/repeat/rDNA/45S_rDNA"	"Other"	"All/repeat/rDNA/45S_rDNA"	"Solanum_trilobatum"	1210116	2.98
52	4	3496	3496	"All/repeat/rDNA/45S_rDNA"	"Other"	"All/repeat/rDNA/45S_rDNA"	"Solanum_trilobatum"	1210116	2.98
65	4	2873	2873	"All/repeat/rDNA/45S_rDNA"	"Other"	"All/repeat/rDNA/45S_rDNA"	"Solanum_trilobatum"	1210116	2.98
95	4	1214	1214	"All/repeat/rDNA/45S_rDNA"	"Other"	"All/repeat/rDNA/45S_rDNA"	"Solanum_trilobatum"	1210116	2.98
7	5	13449	13449	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Solanum_trilobatum"	1210116	2.98
103	6	1021	1021	"All/organelle/plastid"	"Other"	"All/organelle/plastid"	"Solanum_trilobatum"	1210116	2.98
31	6	6075	6075	"All/organelle/plastid"	"Other"	"All/organelle/plastid"	"Solanum_trilobatum"	1210116	2.98
34	6	5741	5741	"All/organelle/plastid"	"Other"	"All/organelle/plastid"	"Solanum_trilobatum"	1210116	2.98
48	7	4432	4432	"All/organelle/plastid"	"Other"	"All/organelle/plastid"	"Solanum_trilobatum"	1210116	2.98
64	7	2896	2896	"All/organelle/plastid"	"Other"	"All/organelle/plastid"	"Solanum_trilobatum"	1210116	2.98
69	7	2296	2296	"All/organelle/plastid"	"Other"	"All/organelle/plastid"	"Solanum_trilobatum"	1210116	2.98
81	7	1821	1821	"All/organelle/plastid"	"Other"	"All/organelle/plastid"	"Solanum_trilobatum"	1210116	2.98
26	8	6868	6868	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Solanum_trilobatum"	1210116	2.98
46	8	4514	4514	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Solanum_trilobatum"	1210116	2.98
14	9	10007	10007	"All/repeat/mobile_element/Class_I/LINE"	"Other"	"All/repeat/mobile_element/Class_I/LINE"	"Solanum_trilobatum"	1210116	2.98
27	10	6446	6446	"All"	"Other"	"All"	"Solanum_trilobatum"	1210116	2.98
30	11	6083	6083	"All"	"Other"	"All"	"Solanum_trilobatum"	1210116	2.98
32	12	5961	5961	"All/repeat/mobile_element/Class_I/LTR"	"Other"	"All/repeat/mobile_element/Class_I/LTR"	"Solanum_trilobatum"	1210116	2.98
45	13	4540	4540	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Ogre"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Ogre"	"Solanum_trilobatum"	1210116	2.98
47	14	4493	4493	"All"	"Other"	"All"	"Solanum_trilobatum"	1210116	2.98
51	15	3670	3670	"All/repeat"	"Other"	"All/repeat/*"	"Solanum_trilobatum"	1210116	2.98
53	16	3451	3451	"All/repeat/mobile_element/Class_I/pararetrovirus"	"Other"	"All/repeat/mobile_element/Class_I/pararetrovirus"	"Solanum_trilobatum"	1210116	2.98
55	17	3343	3343	"All/organelle/plastid"	"Other"	"All/organelle/plastid"	"Solanum_trilobatum"	1210116	2.98
57	18	3260	3260	"All/organelle/plastid"	"Other"	"All/organelle/plastid"	"Solanum_trilobatum"	1210116	2.98
58	19	3134	3134	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Solanum_trilobatum"	1210116	2.98
59	20	3117	3117	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Tork"	"Putative LTR elements"	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Tork"	"Solanum_trilobatum"	1210116	2.98
61	21	3001	3001	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Galadriel"	"Putative LTR elements"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Galadriel"	"Solanum_trilobatum"	1210116	2.98
62	22	2996	2996	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Galadriel"	"Putative LTR elements"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Galadriel"	"Solanum_trilobatum"	1210116	2.98
63	23	2931	2931	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Tork"	"Putative LTR elements"	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Tork"	"Solanum_trilobatum"	1210116	2.98
67	24	2609	2609	"All"	"Other"	"All"	"Solanum_trilobatum"	1210116	2.98
68	25	2329	2329	"All"	"Other"	"All"	"Solanum_trilobatum"	1210116	2.98
71	26	2239	2239	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Ogre"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Ogre"	"Solanum_trilobatum"	1210116	2.98
72	27	2208	2208	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Galadriel"	"Putative LTR elements"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Galadriel"	"Solanum_trilobatum"	1210116	2.98
73	28	2181	2181	"All/organelle/plastid"	"Other"	"All/organelle/plastid"	"Solanum_trilobatum"	1210116	2.98
74	29	2094	2094	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Ogre"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Ogre"	"Solanum_trilobatum"	1210116	2.98
75	30	2059	2059	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Bianca"	"Putative satellites (low confidence)"	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Bianca"	"Solanum_trilobatum"	1210116	2.98
76	31	2055	2055	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Tork"	"Putative LTR elements"	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Tork"	"Solanum_trilobatum"	1210116	2.98
77	32	2045	2045	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Ale"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Ale"	"Solanum_trilobatum"	1210116	2.98
120	33	609	609	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Ale"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Ale"	"Solanum_trilobatum"	1210116	2.98
89	33	1412	1412	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Ale"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Ale"	"Solanum_trilobatum"	1210116	2.98
78	34	1951	1951	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/TAR"	"Putative LTR elements"	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/TAR"	"Solanum_trilobatum"	1210116	2.98
79	35	1876	1876	"All/repeat/rDNA/5S_rDNA"	"rDNA"	"All/repeat/rDNA/5S_rDNA"	"Solanum_trilobatum"	1210116	2.98
80	36	1843	1843	"All/organelle/mitochondria"	"Other"	"All/organelle/mitochondria"	"Solanum_trilobatum"	1210116	2.98
83	37	1799	1799	"All/organelle/plastid"	"Other"	"All/organelle/plastid"	"Solanum_trilobatum"	1210116	2.98
84	38	1786	1786	"All/organelle/plastid"	"Other"	"All/organelle/plastid"	"Solanum_trilobatum"	1210116	2.98
85	39	1732	1732	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Bianca"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Bianca"	"Solanum_trilobatum"	1210116	2.98
86	40	1606	1606	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Ale"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Ale"	"Solanum_trilobatum"	1210116	2.98
87	41	1422	1422	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Alesia"	"Putative LTR elements"	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Alesia"	"Solanum_trilobatum"	1210116	2.98
88	42	1412	1412	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Tork"	"Putative LTR elements"	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Tork"	"Solanum_trilobatum"	1210116	2.98
91	43	1367	1367	"All"	"Other"	"All"	"Solanum_trilobatum"	1210116	2.98
92	44	1336	1336	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Tork"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Tork"	"Solanum_trilobatum"	1210116	2.98
93	45	1310	1310	"All/organelle/plastid"	"Other"	"All/organelle/plastid"	"Solanum_trilobatum"	1210116	2.98
94	46	1292	1292	"All"	"Other"	"All"	"Solanum_trilobatum"	1210116	2.98
96	47	1186	1186	"All/organelle/plastid"	"Other"	"All/organelle/plastid"	"Solanum_trilobatum"	1210116	2.98
97	48	1169	1169	"All/organelle/plastid"	"Other"	"All/organelle/plastid"	"Solanum_trilobatum"	1210116	2.98
98	49	1117	1117	"All/repeat/mobile_element/Class_I/pararetrovirus"	"Other"	"All/repeat/mobile_element/Class_I/pararetrovirus"	"Solanum_trilobatum"	1210116	2.98
99	50	1106	1106	"All/organelle/plastid"	"Other"	"All/organelle/plastid"	"Solanum_trilobatum"	1210116	2.98
100	51	1096	1096	"All/organelle/plastid"	"Other"	"All/organelle/plastid"	"Solanum_trilobatum"	1210116	2.98
101	52	1092	1092	"All/organelle/plastid"	"Other"	"All/organelle/plastid"	"Solanum_trilobatum"	1210116	2.98
102	53	1028	1028	"All/organelle/plastid"	"Other"	"All/organelle/plastid"	"Solanum_trilobatum"	1210116	2.98
104	54	1004	1004	"All"	"Other"	"All"	"Solanum_trilobatum"	1210116	2.98
105	55	969	969	"All"	"Other"	"All"	"Solanum_trilobatum"	1210116	2.98
106	56	963	963	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Alesia"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Alesia"	"Solanum_trilobatum"	1210116	2.98
107	57	875	875	"All/organelle/plastid"	"Other"	"All/organelle/plastid"	"Solanum_trilobatum"	1210116	2.98
108	58	869	869	"All/organelle/plastid"	"Other"	"All/organelle/plastid"	"Solanum_trilobatum"	1210116	2.98
109	59	856	856	"All"	"Other"	"All"	"Solanum_trilobatum"	1210116	2.98
110	60	848	848	"All/organelle/plastid"	"Other"	"All/organelle/plastid"	"Solanum_trilobatum"	1210116	2.98
111	61	840	840	"All"	"Other"	"All"	"Solanum_trilobatum"	1210116	2.98
112	62	833	833	"All/organelle/plastid"	"Other"	"All/organelle/plastid"	"Solanum_trilobatum"	1210116	2.98
113	63	784	784	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Tork"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Tork"	"Solanum_trilobatum"	1210116	2.98
114	64	742	742	"All"	"Other"	"All"	"Solanum_trilobatum"	1210116	2.98
115	65	722	722	"All/organelle/plastid"	"Other"	"All/organelle/plastid"	"Solanum_trilobatum"	1210116	2.98
116	66	659	659	"All"	"Other"	"All"	"Solanum_trilobatum"	1210116	2.98
117	67	643	643	"All/organelle/mitochondria"	"Other"	"All/organelle/mitochondria"	"Solanum_trilobatum"	1210116	2.98
118	68	642	642	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Solanum_trilobatum"	1210116	2.98
119	69	641	641	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Tork"	"Putative satellites (low confidence)"	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Tork"	"Solanum_trilobatum"	1210116	2.98
121	70	549	549	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Ale"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Ale"	"Solanum_trilobatum"	1210116	2.98
122	71	522	522	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Tork"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Tork"	"Solanum_trilobatum"	1210116	2.98
123	72	506	506	"All/organelle/plastid"	"Other"	"All/organelle/plastid"	"Solanum_trilobatum"	1210116	2.98
124	73	499	499	"All"	"Other"	"All"	"Solanum_trilobatum"	1210116	2.98
125	74	498	498	"All/organelle/plastid"	"Other"	"All/organelle/plastid"	"Solanum_trilobatum"	1210116	2.98
126	75	492	492	"All/organelle/plastid"	"Other"	"All/organelle/plastid"	"Solanum_trilobatum"	1210116	2.98
127	76	468	468	"All/organelle/mitochondria"	"Other"	"All/organelle/mitochondria"	"Solanum_trilobatum"	1210116	2.98
128	77	453	453	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Solanum_trilobatum"	1210116	2.98
129	78	449	449	"All"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Solanum_trilobatum"	1210116	2.98
130	79	444	444	"All/organelle/mitochondria"	"Other"	"All/organelle/mitochondria"	"Solanum_trilobatum"	1210116	2.98
131	80	432	432	"All/organelle/plastid"	"Other"	"All/organelle/plastid"	"Solanum_trilobatum"	1210116	2.98
132	81	424	424	"All/organelle/plastid"	"Other"	"All/organelle/plastid"	"Solanum_trilobatum"	1210116	2.98
133	82	406	406	"All/organelle/plastid"	"Other"	"All/organelle/plastid"	"Solanum_trilobatum"	1210116	2.98
134	83	398	398	"All/organelle/mitochondria"	"Other"	"All/organelle/mitochondria"	"Solanum_trilobatum"	1210116	2.98
135	84	392	392	"All/organelle/plastid"	"Other"	"All/organelle/plastid"	"Solanum_trilobatum"	1210116	2.98
136	85	391	391	"All/organelle/mitochondria"	"Other"	"All/organelle/mitochondria"	"Solanum_trilobatum"	1210116	2.98
137	86	390	390	"All"	"Putative LTR elements"	"All"	"Solanum_trilobatum"	1210116	2.98
138	87	384	384	"All"	"Other"	"All"	"Solanum_trilobatum"	1210116	2.98
139	88	384	384	"All"	"Other"	"All"	"Solanum_trilobatum"	1210116	2.98
140	89	379	379	"All/organelle/mitochondria"	"Other"	"All/organelle/mitochondria"	"Solanum_trilobatum"	1210116	2.98
141	90	375	375	"All/organelle/plastid"	"Other"	"All/organelle/plastid"	"Solanum_trilobatum"	1210116	2.98
142	91	371	371	"All/organelle/mitochondria"	"Other"	"All/organelle/mitochondria"	"Solanum_trilobatum"	1210116	2.98
143	92	358	358	"All"	"Other"	"All"	"Solanum_trilobatum"	1210116	2.98
144	93	347	347	"All/organelle/mitochondria"	"Other"	"All/organelle/mitochondria"	"Solanum_trilobatum"	1210116	2.98
145	94	343	343	"All"	"Other"	"All"	"Solanum_trilobatum"	1210116	2.98
146	95	341	341	"All/organelle/mitochondria"	"Other"	"All/organelle/mitochondria"	"Solanum_trilobatum"	1210116	2.98
147	96	336	336	"All/organelle/plastid"	"Other"	"All/organelle/plastid"	"Solanum_trilobatum"	1210116	2.98
148	97	333	333	"All/organelle/plastid"	"Other"	"All/organelle/plastid"	"Solanum_trilobatum"	1210116	2.98
149	98	323	323	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Solanum_trilobatum"	1210116	2.98
150	99	318	318	"All/organelle/mitochondria"	"Other"	"All/organelle/mitochondria"	"Solanum_trilobatum"	1210116	2.98
151	100	314	314	"All/organelle/plastid"	"Other"	"All/organelle/plastid"	"Solanum_trilobatum"	1210116	2.98
152	101	313	313	"All/organelle/mitochondria"	"Other"	"All/organelle/mitochondria"	"Solanum_trilobatum"	1210116	2.98
153	102	310	310	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Ale"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Ale"	"Solanum_trilobatum"	1210116	2.98
154	103	300	300	"All/repeat/mobile_element/Class_I"	"Other"	"All/repeat/mobile_element/Class_I"	"Solanum_trilobatum"	1210116	2.98
155	104	288	288	"All/organelle/plastid"	"Other"	"All/organelle/plastid"	"Solanum_trilobatum"	1210116	2.98
156	105	288	288	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/CRM"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/CRM"	"Solanum_trilobatum"	1210116	2.98
157	106	286	286	"All/organelle/mitochondria"	"Other"	"All/organelle/mitochondria"	"Solanum_trilobatum"	1210116	2.98
158	107	285	285	"All"	"Other"	"All"	"Solanum_trilobatum"	1210116	2.98
