"Cluster"	"Supercluster"	"Size"	"Size_adjusted"	"Automatic_annotation"	"TAREAN_annotation"	"Final_annotation"	"Species_Name"	"N_Reads"	"Genome_Size"
57	1	7010	7010	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Solanum_aethiopicum"	2741496	2.67
9	1	30226	30226	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Solanum_aethiopicum"	2741496	2.67
1	2	73055	73055	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Solanum_aethiopicum"	2741496	2.67
3	2	42192	42192	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Solanum_aethiopicum"	2741496	2.67
4	2	39702	39702	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Solanum_aethiopicum"	2741496	2.67
6	2	34072	34072	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Solanum_aethiopicum"	2741496	2.67
8	2	32818	32818	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Solanum_aethiopicum"	2741496	2.67
131	3	1701	1701	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Solanum_aethiopicum"	2741496	2.67
13	3	20879	20879	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Solanum_aethiopicum"	2741496	2.67
19	3	17778	17778	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Solanum_aethiopicum"	2741496	2.67
22	3	16399	16399	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Solanum_aethiopicum"	2741496	2.67
28	3	14602	14602	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Solanum_aethiopicum"	2741496	2.67
30	3	14181	14181	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Solanum_aethiopicum"	2741496	2.67
34	3	13454	13454	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Solanum_aethiopicum"	2741496	2.67
36	3	11258	11258	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Solanum_aethiopicum"	2741496	2.67
37	3	11188	11188	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Solanum_aethiopicum"	2741496	2.67
39	3	10725	10725	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Solanum_aethiopicum"	2741496	2.67
42	3	9768	9768	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Solanum_aethiopicum"	2741496	2.67
48	3	8529	8529	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Solanum_aethiopicum"	2741496	2.67
70	3	5628	5628	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Solanum_aethiopicum"	2741496	2.67
100	4	3242	3242	"All/organelle/plastid"	"Other"	"All/organelle/plastid"	"Solanum_aethiopicum"	2741496	2.67
105	4	2942	2942	"All/organelle/plastid"	"Other"	"All/organelle/plastid"	"Solanum_aethiopicum"	2741496	2.67
134	4	1668	1668	"All/organelle/plastid"	"Other"	"All/organelle/plastid"	"Solanum_aethiopicum"	2741496	2.67
135	4	1568	1568	"All/organelle/plastid"	"Other"	"All/organelle/plastid"	"Solanum_aethiopicum"	2741496	2.67
50	4	7900	7900	"All/organelle/plastid"	"Other"	"All/organelle/plastid"	"Solanum_aethiopicum"	2741496	2.67
53	4	7638	7638	"All/organelle/plastid"	"Other"	"All/organelle/plastid"	"Solanum_aethiopicum"	2741496	2.67
56	4	7417	7417	"All/organelle/plastid"	"Other"	"All/organelle/plastid"	"Solanum_aethiopicum"	2741496	2.67
63	4	6648	6648	"All/organelle/plastid"	"Other"	"All/organelle/plastid"	"Solanum_aethiopicum"	2741496	2.67
66	4	6057	6057	"All/organelle/plastid"	"Other"	"All/organelle/plastid"	"Solanum_aethiopicum"	2741496	2.67
67	4	5997	5997	"All/organelle/plastid"	"Other"	"All/organelle/plastid"	"Solanum_aethiopicum"	2741496	2.67
69	4	5677	5677	"All/organelle/plastid"	"Other"	"All/organelle/plastid"	"Solanum_aethiopicum"	2741496	2.67
71	4	5418	5418	"All/organelle/plastid"	"Other"	"All/organelle/plastid"	"Solanum_aethiopicum"	2741496	2.67
74	4	5286	5286	"All/organelle/plastid"	"Other"	"All/organelle/plastid"	"Solanum_aethiopicum"	2741496	2.67
79	4	4953	4953	"All/organelle/plastid"	"Other"	"All/organelle/plastid"	"Solanum_aethiopicum"	2741496	2.67
84	4	4204	4204	"All/organelle/plastid"	"Other"	"All/organelle/plastid"	"Solanum_aethiopicum"	2741496	2.67
94	4	3558	3558	"All/organelle/plastid"	"Other"	"All/organelle/plastid"	"Solanum_aethiopicum"	2741496	2.67
95	4	3454	3454	"All/organelle/plastid"	"Other"	"All/organelle/plastid"	"Solanum_aethiopicum"	2741496	2.67
98	4	3285	3285	"All/organelle/plastid"	"Other"	"All/organelle/plastid"	"Solanum_aethiopicum"	2741496	2.67
99	4	3244	3244	"All/organelle/plastid"	"Other"	"All/organelle/plastid"	"Solanum_aethiopicum"	2741496	2.67
104	5	3027	3027	"All/repeat/mobile_element/Class_I/pararetrovirus"	"Other"	"All/repeat/mobile_element/Class_I/pararetrovirus"	"Solanum_aethiopicum"	2741496	2.67
31	5	13884	13884	"All/repeat/mobile_element/Class_I/pararetrovirus"	"Other"	"All/repeat/mobile_element/Class_I/pararetrovirus"	"Solanum_aethiopicum"	2741496	2.67
38	5	10954	10954	"All/repeat/mobile_element/Class_I/pararetrovirus"	"Other"	"All/repeat/mobile_element/Class_I/pararetrovirus"	"Solanum_aethiopicum"	2741496	2.67
40	5	10575	10575	"All/repeat/mobile_element/Class_I/pararetrovirus"	"Other"	"All/repeat/mobile_element/Class_I/pararetrovirus"	"Solanum_aethiopicum"	2741496	2.67
47	5	8729	8729	"All/repeat/mobile_element/Class_I/pararetrovirus"	"Other"	"All/repeat/mobile_element/Class_I/pararetrovirus"	"Solanum_aethiopicum"	2741496	2.67
51	5	7896	7896	"All/repeat/mobile_element/Class_I/pararetrovirus"	"Other"	"All/repeat/mobile_element/Class_I/pararetrovirus"	"Solanum_aethiopicum"	2741496	2.67
55	5	7547	7547	"All/repeat/mobile_element/Class_I/pararetrovirus"	"Other"	"All/repeat/mobile_element/Class_I/pararetrovirus"	"Solanum_aethiopicum"	2741496	2.67
59	5	6829	6829	"All/repeat/mobile_element/Class_I/pararetrovirus"	"Other"	"All/repeat/mobile_element/Class_I/pararetrovirus"	"Solanum_aethiopicum"	2741496	2.67
60	5	6753	6753	"All/repeat/mobile_element/Class_I/pararetrovirus"	"Other"	"All/repeat/mobile_element/Class_I/pararetrovirus"	"Solanum_aethiopicum"	2741496	2.67
23	6	16217	16217	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Ogre"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Ogre"	"Solanum_aethiopicum"	2741496	2.67
33	6	13496	13496	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Ogre"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Ogre"	"Solanum_aethiopicum"	2741496	2.67
49	6	8201	8201	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Ogre"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Ogre"	"Solanum_aethiopicum"	2741496	2.67
16	7	19549	19549	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Athila"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Athila"	"Solanum_aethiopicum"	2741496	2.67
24	7	16070	16070	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Athila"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Athila"	"Solanum_aethiopicum"	2741496	2.67
27	8	15295	15295	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Solanum_aethiopicum"	2741496	2.67
32	8	13815	13815	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Solanum_aethiopicum"	2741496	2.67
64	8	6442	6442	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Solanum_aethiopicum"	2741496	2.67
7	9	33330	33330	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Solanum_aethiopicum"	2741496	2.67
11	10	29133	29133	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Solanum_aethiopicum"	2741496	2.67
43	11	9640	9640	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Solanum_aethiopicum"	2741496	2.67
45	11	9218	9218	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Solanum_aethiopicum"	2741496	2.67
62	11	6673	6673	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Solanum_aethiopicum"	2741496	2.67
101	12	3219	3219	"All/repeat/mobile_element/Class_I/LTR"	"Other"	"All/repeat/mobile_element/Class_I/LTR"	"Solanum_aethiopicum"	2741496	2.67
14	12	19898	19898	"All/repeat/mobile_element/Class_I/LTR"	"Other"	"All/repeat/mobile_element/Class_I/LTR"	"Solanum_aethiopicum"	2741496	2.67
58	13	6853	6853	"All/repeat/rDNA/45S_rDNA"	"Other"	"All/repeat/rDNA/45S_rDNA"	"Solanum_aethiopicum"	2741496	2.67
68	13	5741	5741	"All/repeat/rDNA/45S_rDNA"	"Other"	"All/repeat/rDNA/45S_rDNA"	"Solanum_aethiopicum"	2741496	2.67
87	13	4010	4010	"All/repeat/rDNA/45S_rDNA"	"Other"	"All/repeat/rDNA/45S_rDNA"	"Solanum_aethiopicum"	2741496	2.67
91	13	3650	3650	"All/repeat/rDNA/45S_rDNA"	"Other"	"All/repeat/rDNA/45S_rDNA"	"Solanum_aethiopicum"	2741496	2.67
15	14	19731	19731	"All/repeat/mobile_element/Class_I/LINE"	"Other"	"All/repeat/mobile_element/Class_I/LINE"	"Solanum_aethiopicum"	2741496	2.67
20	15	17705	17705	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Solanum_aethiopicum"	2741496	2.67
25	16	15742	15742	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Solanum_aethiopicum"	2741496	2.67
41	17	9950	9950	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Athila"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Athila"	"Solanum_aethiopicum"	2741496	2.67
52	18	7848	7848	"All/repeat/mobile_element/Class_I/LTR"	"Other"	"All/repeat/mobile_element/Class_I/LTR"	"Solanum_aethiopicum"	2741496	2.67
54	19	7581	7581	"All/repeat/mobile_element/Class_I"	"Other"	"All/repeat/mobile_element/Class_I"	"Solanum_aethiopicum"	2741496	2.67
61	20	6752	6752	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Ale"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Ale"	"Solanum_aethiopicum"	2741496	2.67
65	21	6319	6319	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/TAR"	"Putative LTR elements"	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/TAR"	"Solanum_aethiopicum"	2741496	2.67
72	22	5351	5351	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Tork"	"Putative LTR elements"	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Tork"	"Solanum_aethiopicum"	2741496	2.67
73	23	5335	5335	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Tork"	"Putative LTR elements"	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Tork"	"Solanum_aethiopicum"	2741496	2.67
75	24	5226	5226	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Ale"	"Putative LTR elements"	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Ale"	"Solanum_aethiopicum"	2741496	2.67
76	25	5212	5212	"All"	"Other"	"All"	"Solanum_aethiopicum"	2741496	2.67
77	26	5202	5202	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Solanum_aethiopicum"	2741496	2.67
78	27	4988	4988	"All"	"Other"	"All"	"Solanum_aethiopicum"	2741496	2.67
80	28	4695	4695	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Athila"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Athila"	"Solanum_aethiopicum"	2741496	2.67
81	29	4678	4678	"All/repeat/satellite"	"Putative satellites (low confidence)"	"All/repeat/satellite"	"Solanum_aethiopicum"	2741496	2.67
82	30	4306	4306	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Bianca"	"Putative LTR elements"	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Bianca"	"Solanum_aethiopicum"	2741496	2.67
83	31	4281	4281	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Solanum_aethiopicum"	2741496	2.67
85	32	4132	4132	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Bianca"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Bianca"	"Solanum_aethiopicum"	2741496	2.67
86	33	4129	4129	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Solanum_aethiopicum"	2741496	2.67
88	34	3979	3979	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Solanum_aethiopicum"	2741496	2.67
89	35	3698	3698	"All"	"Other"	"All"	"Solanum_aethiopicum"	2741496	2.67
90	36	3667	3667	"All/repeat/mobile_element/Class_II/Subclass_1/TIR/hAT"	"Other"	"All/repeat/mobile_element/Class_II/Subclass_1/TIR/hAT"	"Solanum_aethiopicum"	2741496	2.67
92	37	3635	3635	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Ale"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Ale"	"Solanum_aethiopicum"	2741496	2.67
93	38	3618	3618	"All/repeat/mobile_element/Class_II/Subclass_1/TIR/EnSpm_CACTA"	"Other"	"All/repeat/mobile_element/Class_II/Subclass_1/TIR/EnSpm_CACTA"	"Solanum_aethiopicum"	2741496	2.67
96	39	3379	3379	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Ogre"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Ogre"	"Solanum_aethiopicum"	2741496	2.67
97	40	3290	3290	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Tork"	"Putative LTR elements"	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Tork"	"Solanum_aethiopicum"	2741496	2.67
102	41	3185	3185	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Bianca"	"Putative satellites (low confidence)"	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Bianca"	"Solanum_aethiopicum"	2741496	2.67
103	42	3104	3104	"All"	"Other"	"All"	"Solanum_aethiopicum"	2741496	2.67
106	43	2935	2935	"All/repeat/mobile_element/Class_I/pararetrovirus"	"Other"	"All/repeat/mobile_element/Class_I/pararetrovirus"	"Solanum_aethiopicum"	2741496	2.67
107	44	2870	2870	"All"	"Other"	"All"	"Solanum_aethiopicum"	2741496	2.67
108	45	2702	2702	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Tork"	"Putative LTR elements"	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Tork"	"Solanum_aethiopicum"	2741496	2.67
109	46	2664	2664	"All/repeat/mobile_element/Class_I"	"Other"	"All/repeat/mobile_element/Class_I"	"Solanum_aethiopicum"	2741496	2.67
110	47	2620	2620	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Alesia"	"Putative LTR elements"	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Alesia"	"Solanum_aethiopicum"	2741496	2.67
111	48	2583	2583	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Solanum_aethiopicum"	2741496	2.67
112	49	2432	2432	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Ale"	"Putative LTR elements"	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Ale"	"Solanum_aethiopicum"	2741496	2.67
113	50	2425	2425	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Tork"	"Putative LTR elements"	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Tork"	"Solanum_aethiopicum"	2741496	2.67
114	51	2399	2399	"All"	"Other"	"All"	"Solanum_aethiopicum"	2741496	2.67
115	52	2372	2372	"All"	"Other"	"All"	"Solanum_aethiopicum"	2741496	2.67
116	53	2361	2361	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Putative LTR elements"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Solanum_aethiopicum"	2741496	2.67
117	54	2330	2330	"All/organelle/mitochondria"	"Other"	"All/organelle/mitochondria"	"Solanum_aethiopicum"	2741496	2.67
118	55	2148	2148	"All"	"Other"	"All"	"Solanum_aethiopicum"	2741496	2.67
119	56	2147	2147	"All/repeat/mobile_element/Class_I"	"Putative LTR elements"	"All/repeat/mobile_element/Class_I"	"Solanum_aethiopicum"	2741496	2.67
120	57	2143	2143	"All/repeat/mobile_element/Class_I/LTR"	"Other"	"All/repeat/mobile_element/Class_I/LTR"	"Solanum_aethiopicum"	2741496	2.67
121	58	2091	2091	"All"	"Other"	"All"	"Solanum_aethiopicum"	2741496	2.67
122	59	2037	2037	"All"	"Other"	"All"	"Solanum_aethiopicum"	2741496	2.67
123	60	1948	1948	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/CRM"	"Putative LTR elements"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/CRM"	"Solanum_aethiopicum"	2741496	2.67
124	61	1896	1896	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Athila"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Athila"	"Solanum_aethiopicum"	2741496	2.67
125	62	1875	1875	"All/repeat/mobile_element/Class_II/Subclass_1/TIR/MuDR_Mutator"	"Other"	"All/repeat/mobile_element/Class_II/Subclass_1/TIR/MuDR_Mutator"	"Solanum_aethiopicum"	2741496	2.67
126	63	1874	1874	"All/organelle/mitochondria"	"Other"	"All/organelle/mitochondria"	"Solanum_aethiopicum"	2741496	2.67
127	64	1870	1870	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Solanum_aethiopicum"	2741496	2.67
128	65	1850	1850	"All/organelle/mitochondria"	"Other"	"All/organelle/mitochondria"	"Solanum_aethiopicum"	2741496	2.67
129	66	1818	1818	"All"	"Other"	"All"	"Solanum_aethiopicum"	2741496	2.67
130	67	1780	1780	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Ivana"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Ivana"	"Solanum_aethiopicum"	2741496	2.67
132	68	1695	1695	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Tork"	"Putative LTR elements"	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Tork"	"Solanum_aethiopicum"	2741496	2.67
133	69	1678	1678	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Ale"	"Putative LTR elements"	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Ale"	"Solanum_aethiopicum"	2741496	2.67
136	70	1553	1553	"All"	"Other"	"All"	"Solanum_aethiopicum"	2741496	2.67
137	71	1502	1502	"All"	"Other"	"All"	"Solanum_aethiopicum"	2741496	2.67
138	72	1490	1490	"All"	"Other"	"All"	"Solanum_aethiopicum"	2741496	2.67
143	73	1317	1317	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Solanum_aethiopicum"	2741496	2.67
