"Cluster"	"Supercluster"	"Size"	"Size_adjusted"	"Automatic_annotation"	"TAREAN_annotation"	"Final_annotation"	"Species_Name"	"N_Reads"	"Genome_Size"
19	2	15014	15014	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Solanum_macrocarpon"	2358276	3.11
22	2	14805	14805	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Solanum_macrocarpon"	2358276	3.11
26	2	13918	13918	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Solanum_macrocarpon"	2358276	3.11
27	2	13836	13836	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Solanum_macrocarpon"	2358276	3.11
28	2	13782	13782	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Solanum_macrocarpon"	2358276	3.11
32	2	13102	13102	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Solanum_macrocarpon"	2358276	3.11
38	2	11523	11523	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Solanum_macrocarpon"	2358276	3.11
42	2	10761	10761	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Solanum_macrocarpon"	2358276	3.11
47	2	9037	9037	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Solanum_macrocarpon"	2358276	3.11
48	2	8828	8828	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Solanum_macrocarpon"	2358276	3.11
56	2	7629	7629	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Solanum_macrocarpon"	2358276	3.11
57	2	7489	7489	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Solanum_macrocarpon"	2358276	3.11
70	2	4510	4510	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Solanum_macrocarpon"	2358276	3.11
1	3	54830	54830	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Solanum_macrocarpon"	2358276	3.11
2	3	38696	38696	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Solanum_macrocarpon"	2358276	3.11
8	3	25704	25704	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Solanum_macrocarpon"	2358276	3.11
23	4	14495	14495	"All/repeat/mobile_element/Class_I/pararetrovirus"	"Other"	"All/repeat/mobile_element/Class_I/pararetrovirus"	"Solanum_macrocarpon"	2358276	3.11
29	4	13562	13562	"All/repeat/mobile_element/Class_I/pararetrovirus"	"Other"	"All/repeat/mobile_element/Class_I/pararetrovirus"	"Solanum_macrocarpon"	2358276	3.11
35	4	12801	12801	"All/repeat/mobile_element/Class_I/pararetrovirus"	"Other"	"All/repeat/mobile_element/Class_I/pararetrovirus"	"Solanum_macrocarpon"	2358276	3.11
36	4	12158	12158	"All/repeat/mobile_element/Class_I/pararetrovirus"	"Other"	"All/repeat/mobile_element/Class_I/pararetrovirus"	"Solanum_macrocarpon"	2358276	3.11
46	4	9139	9139	"All/repeat/mobile_element/Class_I/pararetrovirus"	"Other"	"All/repeat/mobile_element/Class_I/pararetrovirus"	"Solanum_macrocarpon"	2358276	3.11
52	4	8182	8182	"All/repeat/mobile_element/Class_I/pararetrovirus"	"Other"	"All/repeat/mobile_element/Class_I/pararetrovirus"	"Solanum_macrocarpon"	2358276	3.11
54	4	7952	7952	"All/repeat/mobile_element/Class_I/pararetrovirus"	"Other"	"All/repeat/mobile_element/Class_I/pararetrovirus"	"Solanum_macrocarpon"	2358276	3.11
59	4	6726	6726	"All/repeat/mobile_element/Class_I/pararetrovirus"	"Other"	"All/repeat/mobile_element/Class_I/pararetrovirus"	"Solanum_macrocarpon"	2358276	3.11
64	4	5674	5674	"All/repeat/mobile_element/Class_I/pararetrovirus"	"Other"	"All/repeat/mobile_element/Class_I/pararetrovirus"	"Solanum_macrocarpon"	2358276	3.11
3	5	30366	30366	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Solanum_macrocarpon"	2358276	3.11
4	5	29954	29954	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Solanum_macrocarpon"	2358276	3.11
25	6	13997	13997	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Solanum_macrocarpon"	2358276	3.11
45	6	9534	9534	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Solanum_macrocarpon"	2358276	3.11
10	7	22738	22738	"All/repeat/mobile_element/Class_I/LTR"	"Other"	"All/repeat/mobile_element/Class_I/LTR"	"Solanum_macrocarpon"	2358276	3.11
50	8	8401	8401	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Solanum_macrocarpon"	2358276	3.11
51	8	8325	8325	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Solanum_macrocarpon"	2358276	3.11
69	8	5101	5101	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Solanum_macrocarpon"	2358276	3.11
30	9	13501	13501	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Solanum_macrocarpon"	2358276	3.11
58	9	7054	7054	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Solanum_macrocarpon"	2358276	3.11
39	10	11013	11013	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Ogre"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Ogre"	"Solanum_macrocarpon"	2358276	3.11
62	10	6264	6264	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Ogre"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Ogre"	"Solanum_macrocarpon"	2358276	3.11
55	11	7642	7642	"All/organelle/plastid"	"Other"	"All/organelle/plastid"	"Solanum_macrocarpon"	2358276	3.11
73	11	4425	4425	"All/organelle/plastid"	"Other"	"All/organelle/plastid"	"Solanum_macrocarpon"	2358276	3.11
82	11	2992	2992	"All/organelle/plastid"	"Other"	"All/organelle/plastid"	"Solanum_macrocarpon"	2358276	3.11
20	12	14873	14873	"All"	"Other"	"All"	"Solanum_macrocarpon"	2358276	3.11
21	13	14828	14828	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Solanum_macrocarpon"	2358276	3.11
33	14	13064	13064	"All/repeat/mobile_element/Class_I/LINE"	"Other"	"All/repeat/mobile_element/Class_I/LINE"	"Solanum_macrocarpon"	2358276	3.11
34	15	13040	13040	"All/repeat/mobile_element/Class_I/LTR"	"Other"	"All/repeat/mobile_element/Class_I/LTR"	"Solanum_macrocarpon"	2358276	3.11
37	16	11682	11682	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Athila"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Athila"	"Solanum_macrocarpon"	2358276	3.11
67	17	5376	5376	"All/repeat/rDNA/45S_rDNA"	"Other"	"All/repeat/rDNA/45S_rDNA"	"Solanum_macrocarpon"	2358276	3.11
76	17	3808	3808	"All/repeat/rDNA/45S_rDNA"	"Other"	"All/repeat/rDNA/45S_rDNA"	"Solanum_macrocarpon"	2358276	3.11
96	17	2011	2011	"All/repeat/rDNA/45S_rDNA"	"Other"	"All/repeat/rDNA/45S_rDNA"	"Solanum_macrocarpon"	2358276	3.11
41	18	10809	10809	"All/repeat/mobile_element/Class_I/LTR"	"Other"	"All/repeat/mobile_element/Class_I/LTR"	"Solanum_macrocarpon"	2358276	3.11
43	19	10255	10255	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Solanum_macrocarpon"	2358276	3.11
44	20	9752	9752	"All"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/Athila"	"Solanum_macrocarpon"	2358276	3.11
49	21	8556	8556	"All"	"Other"	"All"	"Solanum_macrocarpon"	2358276	3.11
53	22	8086	8086	"All/repeat/mobile_element/Class_I"	"Other"	"All/repeat/mobile_element/Class_I"	"Solanum_macrocarpon"	2358276	3.11
60	23	6594	6594	"All/repeat/mobile_element/Class_I"	"Other"	"All/repeat/mobile_element/Class_I"	"Solanum_macrocarpon"	2358276	3.11
75	24	4161	4161	"All/organelle/plastid"	"Other"	"All/organelle/plastid"	"Solanum_macrocarpon"	2358276	3.11
87	24	2422	2422	"All/organelle/plastid"	"Other"	"All/organelle/plastid"	"Solanum_macrocarpon"	2358276	3.11
74	25	4211	4211	"All/organelle/plastid"	"Other"	"All/organelle/plastid"	"Solanum_macrocarpon"	2358276	3.11
89	25	2359	2359	"All/organelle/plastid"	"Other"	"All/organelle/plastid"	"Solanum_macrocarpon"	2358276	3.11
61	26	6265	6265	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Solanum_macrocarpon"	2358276	3.11
65	27	5548	5548	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Bianca"	"Putative LTR elements"	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Bianca"	"Solanum_macrocarpon"	2358276	3.11
66	28	5424	5424	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Solanum_macrocarpon"	2358276	3.11
68	29	5360	5360	"All/repeat/mobile_element/Class_I/pararetrovirus"	"Other"	"All/repeat/mobile_element/Class_I/pararetrovirus"	"Solanum_macrocarpon"	2358276	3.11
71	30	4497	4497	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Solanum_macrocarpon"	2358276	3.11
72	31	4463	4463	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Tork"	"Putative LTR elements"	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Tork"	"Solanum_macrocarpon"	2358276	3.11
77	32	3805	3805	"All"	"Other"	"All"	"Solanum_macrocarpon"	2358276	3.11
78	33	3613	3613	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/TAR"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/TAR"	"Solanum_macrocarpon"	2358276	3.11
79	34	3356	3356	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Tork"	"Putative LTR elements"	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Tork"	"Solanum_macrocarpon"	2358276	3.11
131	35	867	867	"All/organelle/plastid"	"Other"	"All/organelle/plastid"	"Solanum_macrocarpon"	2358276	3.11
86	35	2452	2452	"All/organelle/plastid"	"Other"	"All/organelle/plastid"	"Solanum_macrocarpon"	2358276	3.11
80	36	3264	3264	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Ale"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Ale"	"Solanum_macrocarpon"	2358276	3.11
81	37	3222	3222	"All"	"Other"	"All"	"Solanum_macrocarpon"	2358276	3.11
83	38	2816	2816	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Ale"	"Putative LTR elements"	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Ale"	"Solanum_macrocarpon"	2358276	3.11
84	39	2643	2643	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Solanum_macrocarpon"	2358276	3.11
85	40	2507	2507	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Solanum_macrocarpon"	2358276	3.11
88	41	2381	2381	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Tork"	"Putative LTR elements"	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Tork"	"Solanum_macrocarpon"	2358276	3.11
90	42	2351	2351	"All/repeat/mobile_element/Class_II/Subclass_1/TIR/EnSpm_CACTA"	"Other"	"All/repeat/mobile_element/Class_II/Subclass_1/TIR/EnSpm_CACTA"	"Solanum_macrocarpon"	2358276	3.11
91	43	2333	2333	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Ale"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Ale"	"Solanum_macrocarpon"	2358276	3.11
92	44	2300	2300	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Alesia"	"Putative LTR elements"	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Alesia"	"Solanum_macrocarpon"	2358276	3.11
93	45	2168	2168	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Ale"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Ale"	"Solanum_macrocarpon"	2358276	3.11
94	46	2120	2120	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Tork"	"Putative LTR elements"	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Tork"	"Solanum_macrocarpon"	2358276	3.11
95	47	2075	2075	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Tork"	"Putative LTR elements"	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Tork"	"Solanum_macrocarpon"	2358276	3.11
97	48	1922	1922	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Tork"	"Putative LTR elements"	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Tork"	"Solanum_macrocarpon"	2358276	3.11
98	49	1906	1906	"All"	"Other"	"All"	"Solanum_macrocarpon"	2358276	3.11
99	50	1841	1841	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Bianca"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Bianca"	"Solanum_macrocarpon"	2358276	3.11
100	51	1791	1791	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Solanum_macrocarpon"	2358276	3.11
101	52	1784	1784	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Bianca"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Bianca"	"Solanum_macrocarpon"	2358276	3.11
102	53	1718	1718	"All"	"Other"	"All"	"Solanum_macrocarpon"	2358276	3.11
103	54	1713	1713	"All"	"Other"	"All"	"Solanum_macrocarpon"	2358276	3.11
104	55	1679	1679	"All/repeat/mobile_element/Class_II/Subclass_1/TIR/PIF_Harbinger"	"Other"	"All/repeat/mobile_element/Class_II/Subclass_1/TIR/PIF_Harbinger"	"Solanum_macrocarpon"	2358276	3.11
105	56	1653	1653	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Ale"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Ale"	"Solanum_macrocarpon"	2358276	3.11
106	57	1644	1644	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia"	"Solanum_macrocarpon"	2358276	3.11
107	58	1598	1598	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Bianca"	"Putative satellites (low confidence)"	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Bianca"	"Solanum_macrocarpon"	2358276	3.11
108	59	1531	1531	"All/repeat/rDNA/5S_rDNA"	"rDNA"	"All/repeat/rDNA/5S_rDNA"	"Solanum_macrocarpon"	2358276	3.11
109	60	1445	1445	"All"	"Other"	"All"	"Solanum_macrocarpon"	2358276	3.11
110	61	1425	1425	"All"	"Other"	"All"	"Solanum_macrocarpon"	2358276	3.11
111	62	1399	1399	"All/repeat/mobile_element/Class_I"	"Other"	"All/repeat/mobile_element/Class_I"	"Solanum_macrocarpon"	2358276	3.11
112	63	1358	1358	"All"	"Other"	"All"	"Solanum_macrocarpon"	2358276	3.11
113	64	1319	1319	"All"	"Other"	"All"	"Solanum_macrocarpon"	2358276	3.11
114	65	1228	1228	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Alesia"	"Putative LTR elements"	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Alesia"	"Solanum_macrocarpon"	2358276	3.11
115	66	1227	1227	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/TAR"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/TAR"	"Solanum_macrocarpon"	2358276	3.11
116	67	1220	1220	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/CRM"	"Putative LTR elements"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/CRM"	"Solanum_macrocarpon"	2358276	3.11
117	68	1220	1220	"All"	"Other"	"All"	"Solanum_macrocarpon"	2358276	3.11
118	69	1193	1193	"All"	"Other"	"All"	"Solanum_macrocarpon"	2358276	3.11
119	70	1176	1176	"All/repeat/mobile_element/Class_I/LTR"	"Other"	"All/repeat/mobile_element/Class_I/LTR"	"Solanum_macrocarpon"	2358276	3.11
120	71	1163	1163	"All/organelle/plastid"	"Other"	"All/organelle/plastid"	"Solanum_macrocarpon"	2358276	3.11
121	72	1155	1155	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Athila"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Athila"	"Solanum_macrocarpon"	2358276	3.11
122	73	1148	1148	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Solanum_macrocarpon"	2358276	3.11
123	74	1139	1139	"All"	"Other"	"All"	"Solanum_macrocarpon"	2358276	3.11
124	75	1136	1136	"All"	"Other"	"All"	"Solanum_macrocarpon"	2358276	3.11
125	76	1122	1122	"All"	"Other"	"All"	"Solanum_macrocarpon"	2358276	3.11
126	77	1099	1099	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Galadriel"	"Putative LTR elements"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Galadriel"	"Solanum_macrocarpon"	2358276	3.11
127	78	1079	1079	"All"	"Other"	"All"	"Solanum_macrocarpon"	2358276	3.11
128	79	1055	1055	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Ogre"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Ogre"	"Solanum_macrocarpon"	2358276	3.11
129	80	1008	1008	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Ale"	"Putative LTR elements"	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Ale"	"Solanum_macrocarpon"	2358276	3.11
130	81	971	971	"All"	"Other"	"All"	"Solanum_macrocarpon"	2358276	3.11
132	82	846	846	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Tork"	"Putative LTR elements"	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Tork"	"Solanum_macrocarpon"	2358276	3.11
133	83	811	811	"All"	"Other"	"All"	"Solanum_macrocarpon"	2358276	3.11
134	84	785	785	"All"	"Other"	"All"	"Solanum_macrocarpon"	2358276	3.11
135	85	752	752	"All"	"Other"	"All"	"Solanum_macrocarpon"	2358276	3.11
136	86	750	750	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Solanum_macrocarpon"	2358276	3.11
137	87	684	684	"All"	"Other"	"All"	"Solanum_macrocarpon"	2358276	3.11
138	88	667	667	"All"	"Other"	"All"	"Solanum_macrocarpon"	2358276	3.11
139	89	637	637	"All"	"Other"	"All"	"Solanum_macrocarpon"	2358276	3.11
140	90	626	626	"All/repeat/mobile_element/Class_I/pararetrovirus"	"Other"	"All/repeat/mobile_element/Class_I/pararetrovirus"	"Solanum_macrocarpon"	2358276	3.11
141	91	611	611	"All"	"Other"	"All"	"Solanum_macrocarpon"	2358276	3.11
142	92	595	595	"All"	"Other"	"All"	"Solanum_macrocarpon"	2358276	3.11
